istat_comune;comune;provincia;numero_comuni;popolazione;crt;cts;crd;ctr;csl;cc;ck;ctot
19083091;Santo Stefano di Camastra;Messina;1;4.489;35,17;23,33;67,30;10,23;12,68;29,30;;201,72
19083092;Saponara;Messina;1;3.726;10,10;12,83;37,60;13,57;15,08;27,06;38,84;155,08
19083095;Sinagra;Messina;1;2.552;60,15;25,78;;13,02;;39,17;;138,12
19083106;Terme Vigliatore;Messina;1;7.223;11,99;4,50;56,91;2,27;14,67;42,63;;132,97
19083098;Torregrotta;Messina;1;7.215;15,00;14,08;57,04;18,55;5,87;6,52;;117,07
19083099;Tortorici;Messina;1;5.952;26,40;15,12;24,86;7,20;7,41;22,80;;103,80
19083102;Ucria;Messina;1;937;65,13;18,24;38,12;31,00;;30,91;;335,89
19083104;Venetico;Messina;1;3.940;73,72;31,38;13,37;;7,61;4,57;;130,66
19083105;Villafranca Tirrena;Messina;1;8.236;9,33;12,38;46,66;18,17;22,89;12,23;2,64;124,32
03015007;Arconate;Milano;1;6.658;11,16;9,95;37,04;15,72;19,14;49,90;9,56;156,84
03015009;Arese;Milano;1;19.201;4,03;10,22;33,60;13,95;17,80;21,21;15,36;117,17
03015011;Assago;Milano;1;8.932;24,57;18,43;47,00;56,67;27,24;43,52;29,01;246,44
03015250;Baranzate;Milano;1;11.717;12,28;;36,44;43,26;18,01;17,11;11,31;138,41
03015012;Bareggio;Milano;1;17.142;4,63;15,36;34,71;9,09;17,40;17,85;12,38;128,88
03015014;Basiano;Milano;1;3.663;6,99;11,57;34,38;22,10;22,25;37,88;6,75;141,91
03015015;Basiglio;Milano;1;7.904;14,49;7,96;22,59;21,38;16,60;26,02;18,81;130,89
03015016;Bellinzago Lombardo;Milano;1;3.763;8,33;8,22;32,88;19,58;6,72;20,87;17,62;114,21
03015024;Binasco;Milano;1;7.151;11,50;9,30;23,06;27,62;17,25;14,61;10,28;118,86
03015026;Boffalora sopra Ticino;Milano;1;4.099;11,27;7,68;45,96;16,17;28,10;25,45;44,95;181,06
03015027;Bollate;Milano;1;35.955;14,07;10,85;28,52;23,14;21,10;17,95;1,97;117,60
03015032;Bresso;Milano;1;26.358;12,28;13,12;19,12;16,13;24,43;33,46;10,15;149,97
03015036;Buccinasco;Milano;1;26.711;23,66;21,37;22,84;7,65;18,27;9,16;23,14;126,09
03015038;Buscate;Milano;1;4.540;10,03;15,72;48,65;17,52;22,51;40,01;7,11;161,55
03015040;Bussero;Milano;1;8.389;9,62;7,63;38,89;18,54;15,61;26,13;6,26;122,68
03015044;Cambiago;Milano;1;7.019;7,02;7,59;37,77;17,06;14,55;10,91;25,22;120,13
03015046;Canegrate;Milano;1;12.471;7,50;5,23;38,38;6,70;13,84;25,32;14,29;131,26
03015050;Carpiano;Milano;1;4.110;11,66;6,10;40,43;19,54;33,46;39,46;11,24;161,89
03015051;Carugate;Milano;1;15.539;7,15;3,78;35,46;19,12;15,84;18,67;5,58;105,60
03015055;Casarile;Milano;1;4.012;12,20;10,57;23,42;24,97;17,20;49,45;9,18;146,99
03015058;Casorezzo;Milano;1;5.491;16,67;3,88;42,83;;13,07;16,50;4,06;101,26
03015059;Cassano d'Adda;Milano;1;18.834;8,95;5,92;42,99;17,97;27,65;8,83;6,50;118,82
03015060;Cassina de' Pecchi;Milano;1;13.901;8,49;6,79;39,70;17,53;16,43;12,73;5,94;107,61
03015070;Cernusco sul Naviglio;Milano;1;34.800;8,68;6,01;41,19;17,96;24,97;17,63;10,08;126,52
03015071;Cerro al Lambro;Milano;1;5.092;7,20;5,41;47,85;17,32;20,60;15,38;6,35;120,10
03015072;Cerro Maggiore;Milano;1;15.065;8,93;;44,69;26,30;16,71;18,90;6,85;130,06
03015074;Cesano Boscone;Milano;1;23.168;17,17;14,80;19,04;12,01;21,17;15,96;9,63;110,10
03015076;Cesate;Milano;1;14.291;8,84;10,26;24,56;14,15;14,04;8,56;0,78;81,19
03015081;Cologno Monzese;Milano;1;46.687;20,70;18,92;39,83;11,77;31,72;32,75;8,86;164,55
03015082;Colturano;Milano;1;1.986;9,10;8,27;51,16;20,70;9,98;15,86;10,66;125,74
03015086;Cormano;Milano;1;20.205;16,17;9,96;20,06;22,00;26,10;35,86;;130,14
03015087;Cornaredo;Milano;1;20.100;10,22;14,88;36,27;14,86;22,75;21,65;23,05;143,69
03015096;Cuggiono;Milano;1;8.163;9,54;11,12;49,55;19,50;7,77;43,68;7,87;149,04
03015098;Cusano Milanino;Milano;1;18.311;7,07;10,45;33,15;13,16;25,55;40,52;7,27;137,16
03015099;Dairago;Milano;1;6.335;11,49;5,62;35,38;17,52;12,62;29,80;4,45;116,88
03015101;Dresano;Milano;1;2.989;11,06;8,21;47,41;18,53;9,12;17,69;7,43;119,46
03015103;Gaggiano;Milano;1;9.129;9,97;9,89;21,49;24,92;26,25;35,88;8,77;142,11
03015105;Garbagnate Milanese;Milano;1;26.888;9,17;13,35;22,26;12,40;17,00;15,85;10,24;100,28
03015106;Gessate;Milano;1;8.697;11,27;11,02;38,52;17,38;12,56;15,66;10,88;117,29
03015108;Gorgonzola;Milano;1;20.635;14,02;5,34;40,88;18,90;16,35;18,56;6,02;120,07
03015110;Grezzago;Milano;1;3.045;12,81;4,43;37,23;17,79;9,23;8,74;6,72;96,95
03015112;Gudo Visconti;Milano;1;1.596;12,86;11,90;24,79;25,10;25,71;13,37;12,07;131,55
03015114;Inzago;Milano;1;11.232;11,69;5,61;41,83;16,93;14,60;8,99;9,48;109,12
03015115;Lacchiarella;Milano;1;8.965;11,44;13,86;16,14;17,66;17,73;28,40;12,54;120,59
03015116;Lainate;Milano;1;25.676;3,48;12,19;27,99;14,92;15,31;20,94;12,26;108,09
03015118;Legnano;Milano;1;58.938;13,90;10,89;43,61;5,67;27,21;21,58;22,51;157,54
03015122;Liscate;Milano;1;4.035;7,94;10,68;42,06;19,46;37,09;13,41;12,29;142,94
03015130;Magenta;Milano;1;23.918;9,66;10,51;45,34;15,50;22,53;21,31;8,22;133,07
03015131;Magnago;Milano;1;9.246;8,91;5,00;46,08;7,00;5,95;24,05;11,74;118,30
03015134;Marcallo con Casone;Milano;1;6.133;8,84;7,88;42,20;15,72;11,25;36,47;5,13;127,49
03015136;Masate;Milano;1;3.582;6,82;7,33;31,60;21,29;19,40;19,63;5,85;111,92
03015139;Mediglia;Milano;1;11.955;14,14;16,39;43,91;13,89;22,78;20,78;2,09;143,02
03015140;Melegnano;Milano;1;18.086;12,68;17,57;30,88;9,60;46,18;33,21;9,67;177,09
03015142;Melzo;Milano;1;18.276;8,58;6,17;39,66;21,49;22,92;22,69;24,57;146,08
03015146;Milano;Milano;1;1.397.715;22,04;20,72;31,20;15,63;76,21;24,13;13,21;200,95
03015154;Nerviano;Milano;1;16.886;3,00;8,35;31,33;10,12;19,09;21,96;9,18;103,90
03015157;Novate Milanese;Milano;1;20.089;11,83;14,24;14,91;14,10;20,45;15,40;7,72;98,65
03015158;Noviglio;Milano;1;4.471;12,00;5,67;20,32;17,09;11,28;28,45;7,29;104,95
03015159;Opera;Milano;1;14.002;6,28;17,70;31,11;13,32;27,23;19,89;2,72;118,94
03015164;Ossona;Milano;1;4.254;9,65;9,54;45,95;16,17;7,80;22,56;14,86;126,52
03015166;Paderno Dugnano;Milano;1;47.980;9,59;13,13;25,79;14,42;20,70;18,58;12,68;114,89
03015167;Pantigliate;Milano;1;5.796;18,04;10,96;43,43;19,66;13,95;41,39;29,24;176,69
03015168;Parabiago;Milano;1;28.077;13,41;15,20;39,58;10,78;20,84;25,32;18,29;141,49
03015169;Paullo;Milano;1;11.089;12,24;8,56;35,22;14,37;19,82;27,34;15,80;133,34
03015170;Pero;Milano;1;11.292;15,98;28,11;31,89;14,81;29,24;25,64;8,89;154,56
03015171;Peschiera Borromeo;Milano;1;23.760;8,31;;31,94;31,75;30,20;25,20;15,17;142,57
03015172;Pessano con Bornago;Milano;1;9.007;13,93;5,50;40,13;20,24;22,99;32,41;7,16;142,36
03015175;Pioltello;Milano;1;35.821;8,24;22,63;11,83;7,49;19,74;13,86;19,23;103,03
03015176;Pogliano Milanese;Milano;1;8.326;3,89;9,61;35,66;17,04;18,53;25,98;15,83;127,37
03015177;Pozzo d'Adda;Milano;1;6.410;16,51;3,55;33,74;17,40;4,57;19,82;74,00;169,60
03015178;Pozzuolo Martesana;Milano;1;8.529;11,22;8,53;34,72;15,21;10,32;11,32;7,27;98,57
03015179;Pregnana Milanese;Milano;1;7.315;2,60;11,44;26,92;14,14;13,72;29,09;15,27;113,93
03015181;Rescaldina;Milano;1;14.067;7,57;8,66;13,32;24,29;19,91;30,67;2,69;109,79
03015182;Rho;Milano;1;49.609;15,51;19,90;49,17;32,06;39,97;29,56;11,24;197,40
03015183;Robecchetto con Induno;Milano;1;4.738;20,80;9,05;53,42;21,04;1,94;32,89;4,93;144,07
03015184;Robecco sul Naviglio;Milano;1;6.757;16,90;;38,61;28,80;19,22;16,86;8,35;128,75
03015185;Rodano;Milano;1;4.599;7,91;5,04;44,18;24,20;27,86;16,62;7,63;133,45
03015188;Rosate;Milano;1;5.779;10,66;9,57;22,71;25,78;23,47;21,64;8,59;124,77
03015191;San Colombano al Lambro;Milano;1;7.323;7,60;28,81;39,53;8,97;10,02;15,76;21,55;132,23
03015192;San Donato Milanese;Milano;1;32.070;13,90;12,64;15,48;11,21;28,10;21,43;13,95;116,71
03015194;San Giorgio su Legnano;Milano;1;6.703;6,94;3,45;40,73;9,74;19,77;28,84;18,38;136,48
03015195;San Giuliano Milanese;Milano;1;38.274;8,55;;37,37;34,37;19,14;9,07;15,66;133,12
03015201;San Vittore Olona;Milano;1;8.258;8,47;;28,74;15,68;18,33;16,03;30,20;117,45
03015202;San Zenone al Lambro;Milano;1;4.365;7,39;10,25;33,34;14,12;23,80;11,11;5,78;105,79
03015200;Santo Stefano Ticino;Milano;1;4.935;11,48;;46,25;31,52;9,35;24,72;7,73;131,05
03015205;Segrate;Milano;1;35.771;17,75;19,63;23,92;12,91;24,82;22,63;20,55;220,35
03015206;Senago;Milano;1;21.483;10,04;;29,81;35,39;14,73;7,29;6,64;103,91
03015209;Sesto San Giovanni;Milano;1;80.589;12,25;20,27;36,40;15,02;54,11;36,27;6,10;180,93
03015210;Settala;Milano;1;7.316;8,93;14,29;41,57;26,20;13,69;12,53;14,31;131,52
03015211;Settimo Milanese;Milano;1;19.738;22,87;0,67;38,51;27,25;25,44;22,86;15,51;153,11
03015213;Solaro;Milano;1;13.903;5,85;26,46;28,26;5,78;9,92;7,04;3,16;86,47
03015219;Trezzano Rosa;Milano;1;5.240;18,75;4,59;37,95;17,54;6,54;8,31;5,15;98,83
03015220;Trezzano sul Naviglio;Milano;1;21.229;14,97;0,62;25,58;17,40;38,88;13,56;16,52;127,52
03015221;Trezzo sull'Adda;Milano;1;11.858;9,17;11,12;47,51;21,56;30,70;18,51;20,57;159,14
03015222;Tribiano;Milano;1;3.623;13,79;31,68;31,96;20,28;11,41;21,07;;130,19
03015224;Truccazzano;Milano;1;5.789;10,86;9,29;45,37;16,24;23,47;13,03;15,13;133,39
03015226;Turbigo;Milano;1;7.043;16,63;11,60;40,27;15,08;16,38;22,24;5,23;124,46
03015229;Vanzago;Milano;1;9.311;2,35;10,26;16,50;12,77;11,76;16,43;18,21;89,28
03015230;Vaprio d'Adda;Milano;1;9.186;8,07;4,72;34,26;15,95;15,48;17,84;9,67;105,99
03015251;Vermezzo con Zelo;Milano;1;5.794;12,08;7,82;22,95;17,30;18,04;18,21;11,34;110,89
03015236;Vernate;Milano;1;3.290;12,82;11,24;29,96;21,97;18,73;20,68;19,74;135,15
03015237;Vignate;Milano;1;9.310;7,14;9,84;40,70;17,76;14,58;18,53;60,90;169,43
03015248;Villa Cortese;Milano;1;6.142;12,95;6,75;42,69;18,08;13,17;25,39;6,12;125,52
03015242;Vimodrone;Milano;1;16.653;9,59;5,78;39,31;18,86;28,21;9,15;7,57;118,46
03015244;Vizzolo Predabissi;Milano;1;3.938;8,60;12,27;50,61;17,92;6,78;17,50;6,28;119,96
03015247;Zibido San Giacomo;Milano;1;6.788;16,22;8,77;31,86;20,92;16,74;20,63;8,32;136,83
08036001;Bastiglia;Modena;1;4.156;17,54;5,13;59,07;26,52;2,16;10,88;17,40;138,17
08036002;Bomporto;Modena;1;10.027;18,98;7,72;80,31;25,28;7,37;8,97;18,56;166,45
08036003;Campogalliano;Modena;1;8.575;17,86;33,87;56,73;24,05;15,81;14,02;32,29;192,16
08036004;Camposanto;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036005;Carpi;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036006;Castelfranco Emilia;Modena;1;32.763;13,36;8,69;71,23;23,36;16,92;11,92;12,79;158,49
08036007;Castelnuovo Rangone;Modena;1;15.046;13,89;22,61;68,27;25,68;10,39;15,74;27,25;182,80
08036008;Castelvetro di Modena;Modena;1;11.209;15,87;25,53;37,52;14,81;6,76;14,19;23,09;138,73
08036009;Cavezzo;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036010;Concordia sulla Secchia;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036011;Fanano;Modena;1;2.970;53,16;55,76;71,14;14,12;21,10;21,97;45,56;287,83
08036012;Finale Emilia;Modena;1;15.062;17,41;29,84;54,54;14,20;15,37;32,59;6,82;170,14
08036013;Fiorano Modenese;Modena;1;16.981;15,27;29,42;70,46;22,11;14,75;18,17;28,49;195,90
08036014;Fiumalbo;Modena;1;1.193;41,84;50,04;39,00;10,40;12,88;30,85;47,76;231,60
08036015;Formigine;Modena;1;34.347;17,91;24,84;66,08;20,94;13,16;13,96;18,42;174,80
08036016;Frassinoro;Modena;1;1.821;53,48;43,42;68,64;9,94;;29,47;83,49;291,55
08036017;Guiglia;Modena;1;4.013;12,15;19,95;55,08;22,10;7,24;10,01;24,74;151,93
08036018;Lama Mocogno;Modena;1;2.661;60,49;57,76;40,43;10,40;4,74;20,63;49,90;248,55
08036019;Maranello;Modena;1;17.359;20,71;29,69;66,70;22,66;14,57;27,28;27,79;208,51
08036020;Marano sul Panaro;Modena;1;5.298;7,12;16,24;61,31;19,03;12,76;12,73;19,89;147,32
08036021;Medolla;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036022;Mirandola - Dato aggregazione AIMAG SPA;Modena;11;166.690;7,46;9,32;49,94;25,18;12,96;23,32;24,82;154,80
08036023;Modena;Modena;1;187.977;21,60;30,28;60,55;21,52;24,41;28,21;29,09;215,12
08036024;Montecreto;Modena;1;911;53,78;64,29;60,55;13,12;8,24;71,18;59,71;330,13
08036025;Montefiorino;Modena;1;2.112;52,39;40,58;53,81;10,01;1,30;18,03;51,24;222,70
08036026;Montese;Modena;1;3.236;28,56;57,35;43,70;18,09;21,50;35,36;4,25;208,80
08036027;Nonantola;Modena;1;15.977;14,14;11,61;46,66;15,67;8,96;26,57;5,77;128,87
08036028;Novi di Modena;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036029;Palagano;Modena;1;2.081;41,95;39,10;61,44;11,17;4,87;25,85;51,11;240,47
08036030;Pavullo nel Frignano;Modena;1;18.024;30,63;38,49;34,86;12,53;11,54;16,26;36,12;180,00
08036031;Pievepelago;Modena;1;2.272;41,30;43,31;42,47;12,23;17,30;25,46;61,93;245,29
08036032;Polinago;Modena;1;1.589;43,37;42,46;46,26;10,43;7,62;23,53;74,32;252,97
08036033;Prignano sulla Secchia;Modena;1;3.736;13,85;22,28;46,51;15,47;;18,94;34,89;155,62
08036034;Ravarino;Modena;1;6.194;12,45;14,70;59,56;20,78;6,33;28,05;8,24;149,55
08036035;Riolunato;Modena;1;675;35,96;46,10;41,84;13,03;15,30;36,66;58,86;261,02
08036036;San Cesario sul Panaro;Modena;1;6.517;15,08;13,18;67,63;27,59;6,67;12,09;18,51;161,09
08036037;San Felice sul Panaro;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036038;San Possidonio;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036039;San Prospero;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036040;Sassuolo;Modena;1;40.219;25,57;33,01;74,96;19,80;25,65;20,84;24,23;222,27
08036041;Savignano sul Panaro;Modena;1;9.266;16,30;25,53;47,26;15,75;2,42;22,42;24,52;154,89
08036042;Serramazzoni;Modena;1;8.436;43,34;36,10;66,55;13,76;16,32;23,53;26,01;226,28
08036043;Sestola;Modena;1;2.441;63,30;72,53;50,10;12,90;35,17;63,19;68,86;370,22
08036044;Soliera;Modena;Vedi aggregazione: AIMAG SPA;;;;;;;;;
08036045;Spilamberto;Modena;1;12.737;18,76;7,37;68,48;19,19;10,22;11,10;22,87;159,40
08036046;Vignola;Modena;1;25.519;18,45;11,84;82,08;18,84;12,21;18,21;12,95;174,08
08036047;Zocca;Modena;1;4.582;15,05;32,91;48,47;21,41;13,92;13,20;30,28;173,43
03108001;Agrate Brianza;Monza e della Brianza;1;15.189;9,50;6,19;42,96;23,11;26,21;20,28;28,03;156,28
03108002;Aicurzio;Monza e della Brianza;1;2.080;10,27;8,36;33,49;16,44;33,25;21,34;6,55;129,69
03108003;Albiate;Monza e della Brianza;1;6.428;7,49;0,52;43,29;24,40;17,42;20,64;9,18;122,95
03108004;Arcore;Monza e della Brianza;1;17.833;8,29;8,82;42,03;17,74;24,04;16,20;6,61;123,73
03108005;Barlassina;Monza e della Brianza;1;6.886;5,10;13,59;25,17;16,94;14,79;10,35;5,59;91,54
03108006;Bellusco;Monza e della Brianza;1;7.284;9,80;5,06;31,76;22,06;12,48;16,44;9,66;107,27
03108007;Bernareggio;Monza e della Brianza;1;11.258;8,64;4,51;36,51;17,44;8,39;19,10;10,90;105,49
03108008;Besana in Brianza;Monza e della Brianza;1;15.469;12,94;0,69;30,43;28,16;12,82;19,30;6,00;110,34
03108009;Biassono;Monza e della Brianza;1;12.101;9,30;20,31;32,81;9,09;16,90;40,68;;129,09
03108010;Bovisio-Masciago;Monza e della Brianza;1;16.892;10,31;0,68;35,13;22,93;24,97;22,71;18,65;135,39
03108011;Briosco;Monza e della Brianza;1;6.064;10,96;0,44;26,23;20,92;12,56;23,18;7,29;101,58
03108012;Brugherio;Monza e della Brianza;1;34.788;7,08;10,40;38,63;14,78;19,34;10,27;12,55;113,04
03108013;Burago di Molgora;Monza e della Brianza;1;4.262;7,17;8,32;31,92;22,51;29,11;29,63;19,25;147,91
03108051;Busnago;Monza e della Brianza;1;6.709;8,34;8,16;35,70;18,04;7,62;45,96;9,18;132,99
03108014;Camparada;Monza e della Brianza;1;2.150;14,19;4,37;36,22;24,29;13,60;13,10;11,13;116,91
03108052;Caponago;Monza e della Brianza;1;5.086;14,86;4,12;36,80;20,03;18,89;20,82;5,99;121,50
03108015;Carate Brianza;Monza e della Brianza;1;17.562;11,71;;28,64;31,26;27,70;17,71;6,96;124,84
03108016;Carnate;Monza e della Brianza;1;7.505;7,09;7,96;30,90;17,30;11,14;33,91;4,95;113,24
03108017;Cavenago di Brianza;Monza e della Brianza;1;7.369;9,48;3,93;33,37;18,17;18,77;21,18;11,07;115,97
03108018;Ceriano Laghetto;Monza e della Brianza;1;6.605;8,99;0,28;38,90;22,87;13,88;18,72;6,12;109,76
03108019;Cesano Maderno;Monza e della Brianza;1;38.011;7,84;23,74;30,97;4,25;17,76;14,93;14,60;114,50
03108020;Cogliate;Monza e della Brianza;1;8.446;4,93;0,49;25,54;26,20;9,19;20,66;2,15;89,17
03108021;Concorezzo;Monza e della Brianza;1;15.643;7,24;12,61;32,35;18,82;15,16;11,28;8,49;107,97
03108053;Cornate d'Adda;Monza e della Brianza;1;10.610;7,33;7,34;35,52;17,46;12,86;14,47;9,46;104,44
03108022;Correzzana;Monza e della Brianza;1;3.033;7,22;6,97;36,18;15,96;13,05;22,05;4,31;105,74
03108023;Desio;Monza e della Brianza;1;41.654;10,32;1,72;27,00;23,28;17,25;14,87;16,75;111,20
03108024;Giussano;Monza e della Brianza;1;25.930;11,47;0,70;29,69;23,26;24,13;10,45;16,05;122,22
03108025;Lazzate;Monza e della Brianza;1;7.752;8,69;;35,30;30,35;6,29;25,98;6,90;113,49
03108054;Lentate sul Seveso;Monza e della Brianza;1;15.872;9,27;0,10;25,95;26,70;26,14;0,82;7,32;107,57
03108026;Lesmo;Monza e della Brianza;1;8.503;10,38;3,49;40,50;24,33;10,92;14,32;20,03;123,98
03108027;Limbiate;Monza e della Brianza;1;34.067;10,37;0,99;32,22;22,89;17,00;18,18;18,62;123,29
03108028;Lissone;Monza e della Brianza;1;45.998;9,53;0,80;35,88;24,59;18,47;21,75;12,15;123,17
03108029;Macherio;Monza e della Brianza;1;7.399;7,45;10,53;36,52;17,98;6,61;18,78;7,48;105,37
03108030;Meda;Monza e della Brianza;1;22.869;8,89;10,46;29,10;14,58;23,35;13,46;7,07;106,91
03108031;Mezzago;Monza e della Brianza;1;4.411;10,84;4,71;34,00;18,18;13,36;26,07;5,66;112,82
03108032;Misinto;Monza e della Brianza;1;5.544;13,45;0,43;39,87;25,20;;24,98;5,12;122,64
03108033;Monza;Monza e della Brianza;1;123.983;11,76;15,36;29,51;12,01;31,18;39,48;21,47;160,78
03108034;Muggio;Monza e della Brianza;1;23.611;10,90;16,19;24,27;11,96;11,65;10,30;15,25;100,53
03108035;Nova Milanese;Monza e della Brianza;1;23.292;14,68;12,62;30,91;16,04;16,66;6,71;7,18;104,81
03108036;Ornago;Monza e della Brianza;1;5.182;8,05;5,63;33,46;18,67;10,28;22,37;5,29;103,76
03108037;Renate;Monza e della Brianza;1;4.059;10,69;0,70;21,55;20,70;11,10;24,13;2,63;91,52
03108055;Roncello;Monza e della Brianza;1;4.752;6,86;7,67;29,44;11,38;6,27;4,72;4,25;70,58
03108038;Ronco Briantino;Monza e della Brianza;1;3.518;8,17;4,67;33,87;15,27;7,10;30,20;10,13;109,42
03108039;Seregno;Monza e della Brianza;1;44.742;7,93;1,05;30,06;20,70;21,76;15,59;13,11;110,19
03108040;Seveso;Monza e della Brianza;1;23.235;6,37;2,07;29,24;22,60;18,11;24,76;6,90;110,06
03108041;Sovico;Monza e della Brianza;1;8.273;10,08;0,81;28,01;22,92;22,53;17,17;16,50;118,01
03108042;Sulbiate;Monza e della Brianza;1;4.390;8,60;4,42;28,59;18,65;14,65;21,31;13,14;109,36
03108043;Triuggio;Monza e della Brianza;1;8.640;11,46;0,84;36,03;21,10;13,05;13,22;15,69;111,39
03108044;Usmate Velate;Monza e della Brianza;1;10.407;12,99;3,66;34,22;20,73;10,35;9,45;15,40;106,79
03108045;Varedo;Monza e della Brianza;1;13.502;11,28;29,44;35,46;3,84;23,22;22,91;7,41;133,55
03108046;Vedano al Lambro;Monza e della Brianza;1;7.447;7,68;8,53;39,26;20,04;19,88;14,73;30,81;140,92
03108047;Veduggio con Colzano;Monza e della Brianza;1;4.264;6,49;0,50;20,06;19,52;4,89;41,27;4,81;97,54
03108048;Verano Brianza;Monza e della Brianza;1;9.066;13,78;0,59;35,24;25,31;15,79;19,66;9,23;119,59
03108049;Villasanta;Monza e della Brianza;1;13.963;9,08;5,64;39,48;20,59;20,48;14,99;14,47;124,72
03108050;Vimercate;Monza e della Brianza;1;25.833;7,87;10,17;37,53;20,15;22,55;12,42;10,73;121,42
15063001;Acerra;Napoli;1;58.961;38,80;21,57;35,82;45,28;41,72;1,36;19,34;203,90
15063002;Afragola;Napoli;1;62.271;9,97;47,03;53,75;30,86;27,02;30,09;47,63;246,35
15063003;Agerola;Napoli;1;7.710;25,60;;47,78;40,37;9,21;17,33;2,59;142,88
15063004;Anacapri;Napoli;1;6.944;95,26;;107,24;56,40;76,07;64,09;6,72;405,79
15063005;Arzano;Napoli;1;33.527;16,23;32,06;58,46;7,83;16,18;62,05;;192,81
15063006;Bacoli;Napoli;1;25.694;39,98;19,28;;86,68;19,88;89,77;6,74;262,91
15063007;Barano d'Ischia;Napoli;1;9.981;52,51;28,73;64,41;28,17;4,09;55,14;19,04;262,77
15063009;Boscotrecase;Napoli;1;9.995;49,12;;29,47;61,39;19,61;7,00;6,76;173,36
15063010;Brusciano;Napoli;1;16.108;44,14;12,35;24,77;;19,37;;24,70;125,33
15063011;Caivano;Napoli;1;36.781;31,83;;63,66;56,85;37,14;8,50;;197,99
15063012;Calvizzano;Napoli;1;12.255;54,55;27,24;1,07;22,43;18,61;3,61;27,99;155,51
15063015;Carbonara di Nola;Napoli;1;2.487;24,52;28,07;42,47;35,04;7,08;20,82;;157,98
15063016;Cardito;Napoli;1;21.800;38,59;34,88;11,70;25,84;6,43;7,26;5,94;130,64
15063017;Casalnuovo di Napoli;Napoli;1;47.261;28,93;19,43;41,43;34,38;21,45;17,20;12,91;175,72
15063022;Casola di Napoli;Napoli;1;3.767;11,74;8,40;43,02;22,64;29,43;14,44;28,18;157,86
15063023;Casoria;Napoli;1;74.416;31,15;;87,69;49,40;17,74;25,38;18,66;230,02
15063024;Castellammare di Stabia;Napoli;1;63.824;42,53;36,57;47,63;28,01;44,95;;;199,70
15063026;Cercola;Napoli;1;16.921;9,16;0,01;65,06;;36,32;12,19;1,24;123,99
15063028;Cimitile;Napoli;1;7.046;16,51;22,37;61,00;;2,90;39,97;;154,10
15063064;Ercolano;Napoli;1;51.600;12,17;;87,38;6,86;36,51;15,78;70,31;229,03
15063033;Frattaminore;Napoli;1;15.787;26,81;;54,03;43,78;9,90;0,56;0,98;138,54
15063035;Gragnano;Napoli;1;28.454;14,38;33,27;53,70;28,82;29,95;16,87;19,84;200,53
15063036;Grumo Nevano;Napoli;1;17.522;81,11;;54,93;;36,45;9,86;;182,35
15063037;Ischia;Napoli;1;19.382;117,91;46,51;36,66;;35,66;57,05;12,10;305,90
15063040;Liveri;Napoli;1;1.554;28,68;48,15;38,90;22,04;16,01;18,98;;172,76
15063041;Marano di Napoli;Napoli;1;57.750;30,39;38,65;27,63;20,46;34,08;34,70;6,12;196,15
15063042;Mariglianella;Napoli;1;7.791;116,27;22,93;;59,89;;;;199,10
15063092;Massa di Somma;Napoli;1;5.094;31,56;17,02;74,49;18,64;28,55;34,59;20,10;224,95
15063044;Massa Lubrense;Napoli;1;13.983;10,93;21,32;50,78;38,71;42,74;30,09;;194,57
15063045;Melito di Napoli;Napoli;1;35.535;29,18;48,09;29,18;3,24;29,18;5,29;;144,90
15063046;Meta;Napoli;1;7.928;10,37;;77,01;47,81;60,72;;;195,92
15063047;Monte di Procida;Napoli;1;12.349;43,94;;45,42;29,54;42,03;1,26;7,38;169,57
15063048;Mugnano di Napoli;Napoli;1;34.843;13,59;;70,07;;16,69;10,78;0,63;111,76
15063049;Napoli;Napoli;1;940.940;34,51;45,05;60,50;14,74;41,36;17,10;16,34;231,18
15063052;Palma Campania;Napoli;1;16.167;18,06;25,63;57,80;49,27;15,62;3,87;;170,26
15063053;Piano di Sorrento;Napoli;1;12.667;13,46;21,53;52,27;0,91;13,26;105,41;;206,84
15063054;Pimonte;Napoli;1;5.919;9,12;11,61;47,66;37,34;8,53;15,04;;129,31
15063055;Poggiomarino;Napoli;1;21.948;16,70;77,85;43,86;;7,94;12,88;;160,15
15063057;Pomigliano d'Arco;Napoli;1;40.065;32,97;21,89;85,11;26,10;30,84;19,49;41,45;257,85
15063060;Pozzuoli;Napoli;1;78.870;18,12;11,38;54,10;28,62;30,67;63,23;32,66;238,79
15063063;Quarto;Napoli;1;39.685;46,33;34,01;33,47;;26,00;0,19;4,02;144,02
15063066;San Gennaro Vesuviano;Napoli;1;11.928;21,46;25,66;20,66;29,04;24,23;12,79;18,44;152,28
15063067;San Giorgio a Cremano;Napoli;1;43.304;61,69;19,92;6,42;19,27;16,74;60,78;;184,83
